year,image_id,day_key,image_path,mask_path,source_index
MY28,MY28_P06_day32,P06_day32,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\mdgm_rgb\P06_day32.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY28\masks_png_all\P06_day32_mask_class.png,99
MY31,MY31_D12_day12,D12_day12,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D12_day12.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D12_day12_mask_class.png,0
MY31,MY31_D12_day08,D12_day08,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D12_day08.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D12_day08_mask_class.png,1
MY31,MY31_D14_day18,D14_day18,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D14_day18.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D14_day18_mask_class.png,2
MY31,MY31_D04_day24,D04_day24,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D04_day24.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D04_day24_mask_class.png,3
MY31,MY31_D12_day16,D12_day16,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D12_day16.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D12_day16_mask_class.png,4
MY31,MY31_D11_day28,D11_day28,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D11_day28.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D11_day28_mask_class.png,5
MY31,MY31_D06_day28,D06_day28,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D06_day28.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D06_day28_mask_class.png,6
MY31,MY31_D12_day18,D12_day18,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D12_day18.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D12_day18_mask_class.png,7
MY31,MY31_D11_day30,D11_day30,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D11_day30.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D11_day30_mask_class.png,8
MY31,MY31_D11_day31,D11_day31,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D11_day31.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D11_day31_mask_class.png,9
MY31,MY31_D04_day19,D04_day19,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D04_day19.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D04_day19_mask_class.png,10
MY31,MY31_D04_day28,D04_day28,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D04_day28.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D04_day28_mask_class.png,11
MY31,MY31_D14_day19,D14_day19,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D14_day19.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D14_day19_mask_class.png,12
MY31,MY31_D04_day25,D04_day25,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D04_day25.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D04_day25_mask_class.png,13
MY31,MY31_D06_day30,D06_day30,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D06_day30.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D06_day30_mask_class.png,14
MY31,MY31_D04_day20,D04_day20,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D04_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D04_day20_mask_class.png,15
MY31,MY31_D04_day29,D04_day29,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D04_day29.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D04_day29_mask_class.png,16
MY31,MY31_D04_day27,D04_day27,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D04_day27.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D04_day27_mask_class.png,17
MY31,MY31_D07_day23,D07_day23,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D07_day23.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D07_day23_mask_class.png,18
MY31,MY31_D11_day15,D11_day15,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D11_day15.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D11_day15_mask_class.png,19
MY31,MY31_D04_day16,D04_day16,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D04_day16.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D04_day16_mask_class.png,20
MY31,MY31_D07_day21,D07_day21,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D07_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D07_day21_mask_class.png,21
MY31,MY31_D04_day22,D04_day22,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D04_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D04_day22_mask_class.png,22
MY31,MY31_D04_day21,D04_day21,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D04_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D04_day21_mask_class.png,23
MY31,MY31_D07_day22,D07_day22,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D07_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D07_day22_mask_class.png,24
MY31,MY31_D06_day32,D06_day32,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D06_day32.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D06_day32_mask_class.png,25
MY31,MY31_D06_day04,D06_day04,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D06_day04.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D06_day04_mask_class.png,26
MY31,MY31_D11_day19,D11_day19,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D11_day19.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D11_day19_mask_class.png,27
MY31,MY31_D07_day01,D07_day01,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D07_day01.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D07_day01_mask_class.png,28
MY31,MY31_D04_day11,D04_day11,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D04_day11.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D04_day11_mask_class.png,29
MY31,MY31_G16_day14,G16_day14,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G16_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G16_day14_mask_class.png,30
MY31,MY31_D05_day33,D05_day33,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D05_day33.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D05_day33_mask_class.png,31
MY31,MY31_D03_day01,D03_day01,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D03_day01.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D03_day01_mask_class.png,32
MY31,MY31_D02_day22,D02_day22,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D02_day22.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D02_day22_mask_class.png,33
MY31,MY31_D03_day05,D03_day05,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D03_day05.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D03_day05_mask_class.png,34
MY31,MY31_D11_day14,D11_day14,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D11_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D11_day14_mask_class.png,35
MY31,MY31_D13_day01,D13_day01,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D13_day01.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D13_day01_mask_class.png,36
MY31,MY31_G16_day08,G16_day08,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G16_day08.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G16_day08_mask_class.png,37
MY31,MY31_D12_day21,D12_day21,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D12_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D12_day21_mask_class.png,38
MY31,MY31_D03_day04,D03_day04,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D03_day04.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D03_day04_mask_class.png,39
MY31,MY31_G15_day31,G15_day31,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G15_day31.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G15_day31_mask_class.png,40
MY31,MY31_D14_day10,D14_day10,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D14_day10.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D14_day10_mask_class.png,41
MY31,MY31_D14_day33,D14_day33,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D14_day33.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D14_day33_mask_class.png,42
MY31,MY31_D11_day13,D11_day13,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D11_day13.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D11_day13_mask_class.png,43
MY31,MY31_G16_day07,G16_day07,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G16_day07.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G16_day07_mask_class.png,44
MY31,MY31_G18_day28,G18_day28,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G18_day28.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G18_day28_mask_class.png,45
MY31,MY31_D02_day14,D02_day14,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D02_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D02_day14_mask_class.png,46
MY31,MY31_D13_day12,D13_day12,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D13_day12.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D13_day12_mask_class.png,47
MY31,MY31_G18_day06,G18_day06,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G18_day06.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G18_day06_mask_class.png,48
MY31,MY31_G15_day18,G15_day18,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G15_day18.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G15_day18_mask_class.png,49
MY31,MY31_D13_day32,D13_day32,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D13_day32.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D13_day32_mask_class.png,50
MY31,MY31_G15_day27,G15_day27,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G15_day27.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G15_day27_mask_class.png,51
MY31,MY31_G16_day03,G16_day03,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G16_day03.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G16_day03_mask_class.png,52
MY31,MY31_G19_day32,G19_day32,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G19_day32.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G19_day32_mask_class.png,53
MY31,MY31_D14_day08,D14_day08,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D14_day08.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D14_day08_mask_class.png,54
MY31,MY31_G15_day30,G15_day30,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G15_day30.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G15_day30_mask_class.png,55
MY31,MY31_G17_day29,G17_day29,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G17_day29.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G17_day29_mask_class.png,56
MY31,MY31_G15_day28,G15_day28,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G15_day28.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G15_day28_mask_class.png,57
MY31,MY31_D06_day12,D06_day12,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D06_day12.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D06_day12_mask_class.png,58
MY31,MY31_D11_day18,D11_day18,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D11_day18.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D11_day18_mask_class.png,59
MY31,MY31_D02_day23,D02_day23,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D02_day23.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D02_day23_mask_class.png,60
MY31,MY31_D13_day11,D13_day11,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D13_day11.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D13_day11_mask_class.png,61
MY31,MY31_D05_day14,D05_day14,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D05_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D05_day14_mask_class.png,62
MY31,MY31_D08_day29,D08_day29,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D08_day29.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D08_day29_mask_class.png,63
MY31,MY31_G18_day29,G18_day29,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G18_day29.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G18_day29_mask_class.png,64
MY31,MY31_G16_day13,G16_day13,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G16_day13.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G16_day13_mask_class.png,65
MY31,MY31_D11_day21,D11_day21,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D11_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D11_day21_mask_class.png,66
MY31,MY31_D14_day32,D14_day32,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D14_day32.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D14_day32_mask_class.png,67
MY31,MY31_D11_day20,D11_day20,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D11_day20.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D11_day20_mask_class.png,68
MY31,MY31_D13_day30,D13_day30,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D13_day30.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D13_day30_mask_class.png,69
MY31,MY31_D08_day27,D08_day27,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D08_day27.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D08_day27_mask_class.png,70
MY31,MY31_D13_day23,D13_day23,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D13_day23.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D13_day23_mask_class.png,71
MY31,MY31_D08_day06,D08_day06,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D08_day06.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D08_day06_mask_class.png,72
MY31,MY31_D14_day11,D14_day11,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D14_day11.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D14_day11_mask_class.png,73
MY31,MY31_G18_day16,G18_day16,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G18_day16.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G18_day16_mask_class.png,74
MY31,MY31_G18_day30,G18_day30,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G18_day30.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G18_day30_mask_class.png,75
MY31,MY31_G18_day07,G18_day07,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G18_day07.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G18_day07_mask_class.png,76
MY31,MY31_D08_day28,D08_day28,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D08_day28.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D08_day28_mask_class.png,77
MY31,MY31_D02_day08,D02_day08,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D02_day08.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D02_day08_mask_class.png,78
MY31,MY31_G15_day19,G15_day19,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G15_day19.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G15_day19_mask_class.png,79
MY31,MY31_D05_day13,D05_day13,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D05_day13.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D05_day13_mask_class.png,80
MY31,MY31_D04_day04,D04_day04,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D04_day04.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D04_day04_mask_class.png,81
MY31,MY31_D02_day13,D02_day13,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D02_day13.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D02_day13_mask_class.png,82
MY31,MY31_G15_day21,G15_day21,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G15_day21.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G15_day21_mask_class.png,83
MY31,MY31_D12_day33,D12_day33,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D12_day33.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D12_day33_mask_class.png,84
MY31,MY31_D06_day11,D06_day11,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D06_day11.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D06_day11_mask_class.png,85
MY31,MY31_D08_day30,D08_day30,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D08_day30.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D08_day30_mask_class.png,86
MY31,MY31_D05_day24,D05_day24,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D05_day24.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D05_day24_mask_class.png,87
MY31,MY31_G17_day03,G17_day03,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G17_day03.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G17_day03_mask_class.png,88
MY31,MY31_D14_day07,D14_day07,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D14_day07.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D14_day07_mask_class.png,89
MY31,MY31_G17_day28,G17_day28,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\G17_day28.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\G17_day28_mask_class.png,90
MY31,MY31_D03_day33,D03_day33,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D03_day33.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D03_day33_mask_class.png,91
MY31,MY31_D08_day31,D08_day31,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D08_day31.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D08_day31_mask_class.png,92
MY31,MY31_D13_day14,D13_day14,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D13_day14.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D13_day14_mask_class.png,93
MY31,MY31_D11_day12,D11_day12,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D11_day12.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D11_day12_mask_class.png,94
MY31,MY31_D09_day05,D09_day05,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D09_day05.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D09_day05_mask_class.png,95
MY31,MY31_D01_day29,D01_day29,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D01_day29.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D01_day29_mask_class.png,96
MY31,MY31_D03_day32,D03_day32,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D03_day32.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D03_day32_mask_class.png,97
MY31,MY31_D02_day12,D02_day12,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\mdgm_rgb\D02_day12.png,C:\Users\nicof\Desktop\proy_olga\Comparación de métodos\MY31\masks_png_all\D02_day12_mask_class.png,98
